"PIN","age","sex","sexOrient","sexOrientText","gender","genderText","relStat","relStatText","raceAAPI","raceBlack","raceLatinx","raceNAAI","raceMENA","raceWhite","raceNA","religion","politics","international","poliDQVC","poliDQMC","poliDQSC","poliDQCent","poliDQSL","poliDQML","poliDQVL","ageDQ18","ageDQ19","ageDQ20","ageDQ21","ageDQ22","ageDQ23_25","ageDQ26plus","raceDQAAPI","raceDQBlack","raceDQLatinx","raceDQNAAI","raceDQMENA","raceDQWhite","religionDQ1","religionDQ2","religionDQ3","religionDQ4","religionDQ5","religionDQ6","religionDQ7","religionDQ8","religionDQ9","religionDQ10","religionDQ11","internationalDQDom","internationalDQInt","idealAffectionComp","idealAmbitionComp","idealArtisticComp","idealDispositionComp","idealFamilyComp","idealHealthComp","idealHumorComp","idealIntelligentComp","idealKindComp","idealParentingComp","idealPhysattComp","idealReligiousComp","idealResourcesComp","idealSexyComp","idealStatusComp","selfAffectionateComp","selfAmbitionComp","selfArtisticComp","selfDispositionComp","selfFamilyComp","selfHealthComp","selfHumorComp","selfIntelligentComp","selfKindComp","selfParentingComp","selfPhysattComp","selfReligiousComp","selfResourcesComp","selfSexyComp","selfStatusComp","quarter"
"f24413639",18,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,10,5,0,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,8,6.5,5,6,5.5,7.5,7,9,7,4,8,0,8,6.5,7.5,6.5,5.5,5.5,5.5,5.5,6.5,7,6.5,6,4,5.5,0,7.5,5,6,"fall"
"f24867038",18,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,1,5,0,NA,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,7.5,7,7.5,7.5,4.5,8,7,8.5,9,6.5,5,6.5,6.5,3,5.5,7,6.5,5.5,7.5,3,7.5,9,9,9.5,7,5,8,7,4,6,"fall"
"f24264396",18,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,1,NA,11,5,0,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7,5.5,5.5,7.5,4.5,5.5,7,7.5,7,4.5,6.5,4,5.5,5.5,5.5,7,6,5,8,5,5.5,7.5,8,6.5,4,5.5,2,5,5.5,6,"fall"
"f24147527",21,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,11,6,0,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,10,10,8,6.5,10,9.5,6.5,7.5,7,6,10,2,5.5,10,6.5,9,8,7,2.5,6.5,5,6.5,6,5,1,5,2,3.5,7,5.5,"fall"
"f24820058",21,0,1,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,12,6,0,NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,NA,1,1,1,NA,8,8.5,7.5,6,7,7,7.5,8,10,6.5,5.5,1.5,5,7,7,6.5,9.5,9,7,9.5,7,7,7,9.5,6.5,6,2.5,7.5,7.5,8,"fall"
"f2442734",18,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,2,5,0,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,1,1,9,4.5,5,6,5.5,5,5.5,6.5,6.5,5,9,3.5,5.5,8.5,6,10,6.5,4,7.5,7.5,7,7.5,8,7,5.5,7,3,6.5,7,7,"fall"
"f24543186",18,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,2,4,0,NA,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,8,6.5,6.5,7,6.5,7,6.5,7,7.5,7.5,7.5,5,5,7,6.5,8.5,7.5,7,8,9,7.5,8,7,7.5,7,7,1.5,6.5,8,6,"fall"
"f2481118",22,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,11,6,0,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,1,5.5,7,4.5,6,6,4.5,6,6.5,5,6,6,2,6,5.5,5.5,5.5,5.5,4,4,7,4,6.5,7,5,6.5,6,1,6,6,5.5,"fall"
"f24879255",19,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,10,6,0,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,1,6.5,7.5,6.5,6.5,7,7,7,7,8,5.5,7,1,5,7,8,6.5,7,7.5,6.5,8.5,6.5,7,6,7,5.5,7,0.5,4.5,6.5,7.5,"fall"
"f24319413",19,0,1,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,11,7,0,NA,NA,NA,NA,1,1,1,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,1,1,1,1,1,NA,9.5,9,7,8.5,8.5,6,8.5,9,8,7.5,7.5,1.5,9,7.5,8,7.5,7,3,4,8.5,5.5,7.5,8.5,7.5,6.5,8,1.5,8,5,6.5,"fall"
"f24902352",18,0,3,NA,0,"",2,"",1,NA,NA,NA,NA,NA,NA,12,7,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,9.5,9,7.5,5.5,5.5,7.5,8,9,9,8,8,3,8,9,7.5,7,4,8.5,3,2,5,9.5,9,9,5.5,6,0,4.5,5.5,4.5,"fall"
"f24366467",22,0,1,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,7.5,7,6.5,6.5,8,7.5,8.5,7.5,8,7.5,6.5,1.5,6.5,6.5,7,8.5,9,7.5,6,9.5,8,9,7,9.5,8,6,0.5,6,5.5,7,"fall"
"f24978514",17,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,1,NA,12,6,0,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7.5,7,6,7,6,7.5,6.5,7,7,7,7,5.5,7.5,7.5,7,8,7,9,7.5,5.5,9,9.5,7.5,9,7,7,5,7,7,7,"fall"
"f24966501",18,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,12,5,0,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,7,6,5,6.5,5.5,7.5,6.5,5,6,6.5,6.5,0,5,6.5,5.5,6,6,4.5,5.5,6.5,7.5,6,5,6,7,5,0,7,8,6,"fall"
"f24632444",19,0,1,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,7,0,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,5,7.5,5,6.5,5,7,7,6.5,7.5,6,7,0,5,9,6,5,9.5,5,5,9.5,6.5,6,7,7,4,5.5,0,5,8.5,6,"fall"
"f24547964",19,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,10,5,0,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5.5,6.5,5,6,7,6.5,6,6,6,2.5,5,5,5,6.5,7.5,3.5,6,2,6,6.5,6,6.5,7.5,6,0,6,5.5,5,"fall"
"f2425089",19,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,7,7,6.5,7.5,5,6,7.5,7,7.5,5.5,6,2,5,7,5,5.5,8,8,8,5,5.5,8.5,6.5,9.5,6.5,5.5,0,5,7.5,6,"fall"
"f24345318",21,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7.5,8.5,5,6,8,7,7.5,7,9,7,6.5,7,6.5,8,8,7,8.5,4.5,5,9,5.5,7.5,7,8.5,8.5,8,6.5,7,6.5,9,"fall"
"f24786977",18,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,9,4,0,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,9,7.5,5,6,5.5,6,8,5.5,9,5,6,4.5,7.5,6,6.5,8,8.5,1,6.5,9,6,7,7.5,8.5,5.5,8,4,8,6.5,7.5,"fall"
"f24841938",19,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,7,6,0,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,NA,7.5,7,5,5.5,9.5,7,8.5,8,6,9.5,7.5,5,9,5,6,7,7,5.5,5.5,9.5,5,8.5,7,5,8.5,5,4.5,8,5,5,"fall"
"f2471253",19,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,9,6,0,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,6.5,6.5,5,5,9,6,6.5,7,5.5,6.5,6,5,7.5,5,5,7,7.5,5.5,5,9.5,5,6.5,7,5.5,7,5,5,7.5,5,5,"fall"
"f2496566",22,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,1,NA,2,3,0,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,6,6,2.5,7,7.5,5.5,6.5,5.5,7,5.5,5,4.5,5.5,4.5,5.5,5.5,5.5,4,8,7.5,6,7.5,5.5,8.5,5.5,4.5,4.5,6,4.5,6.5,"fall"
"f24527381",18,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,7,0,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,7.5,8.5,1.5,6.5,5.5,5,5,6,10,10,7.5,0,5,5.5,8.5,7,9.5,1.5,6.5,6.5,5,4,6,9.5,9,5.5,0.5,4,6,8,"fall"
"f24375631",19,1,1,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6.5,8.5,8.5,6.5,5.5,8.5,7.5,7.5,5,6.5,5,5.5,7,7.5,6,6,6.5,8.5,6,5.5,8.5,6,7,3.5,6,5.5,7.5,5,7,"fall"
"f24766297",21,0,1,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,NA,NA,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,1,1,1,1,1,1,6,6.5,6,6.5,5.5,6,6.5,6,6.5,4.5,5,3.5,5.5,5,6,4.5,6.5,5.5,9,6,6,7,6,7.5,4,5.5,2.5,6,5,6,"fall"
"f24116902",19,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,8,5,0,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,7.5,7.5,5.5,7.5,7.5,7,7,7,7.5,7,7,5,6,6.5,7.5,8,7.5,8.5,7.5,7.5,7,8,8,8.5,7.5,6.5,4,7,6.5,7.5,"fall"
"f24950259",22,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,12,6,0,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,1,1,1,1,6.5,8,5.5,5.5,6,7.5,7,5.5,5.5,4,8,0,3.5,7,5,8,9,5.5,8,8.5,9,7.5,5.5,8,6.5,7.5,0,5,5,9,"fall"
"f24552795",19,1,3,NA,1,"",1,"",NA,NA,NA,NA,NA,1,NA,2,4,0,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,7.5,7,6,7,7.5,8,7.5,7,6.5,7,8,5,6.5,7.5,7,7,7.5,6.5,7.5,8,8.5,8.5,6.5,7,6,7.5,4.5,7,7,6.5,"fall"
"f24336604",18,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,9,5,0,NA,NA,1,1,1,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,6.5,5.5,5,6.5,7,6,6.5,7,6.5,7,5.5,5.5,6,6.5,5.5,7,6.5,7,7,7,6.5,4.5,6.5,6.5,7,6,5.5,6,5.5,5,"fall"
"f24158421",20,1,3,NA,1,"",1,"",NA,NA,NA,1,NA,1,NA,11,4,0,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,7,7.5,6.5,7,7,7.5,8,8.5,5,7.5,8.5,4,5.5,8.5,7,7,8,3,7,6.5,7,8.5,7,5,7.5,6.5,2.5,7.5,7.5,6.5,"fall"
"f24424674",20,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,8,4,0,1,1,1,1,1,1,1,NA,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5,9,7,8.5,7,8,8,7,8.5,6.5,8.5,5,7.5,7.5,8,7.5,8.5,8,9,8,8,8,8,9,7.5,7.5,4.5,7,7.5,8,"fall"
"f24197293",20,1,3,NA,1,"",1,"",NA,NA,1,NA,NA,NA,NA,2,4,0,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,8,5,7,5,7.5,6,5.5,5.5,4.5,6.5,5,5,6,5,2,9,1.5,8,6.5,7.5,6.5,4,3.5,4,6.5,7,6.5,7,5,"fall"
"f24677880",20,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,12,6,0,NA,NA,1,1,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,8,6,6.5,7,6.5,5,9,6.5,8.5,5,7.5,0,5.5,7.5,6,6,6.5,7,8,9.5,5.5,9.5,8.5,7.5,5.5,7.5,0,5.5,7,6.5,"fall"
"f24347853",19,0,1,NA,0,"",1,"",1,NA,NA,NA,1,NA,NA,12,6,0,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,7,7,6.5,9,7.5,5,8.5,9.5,7.5,6.5,7.5,1,6.5,6.5,8.5,7,6.5,10,8.5,10,5,10,7.5,9,8.5,7,1.5,5,5.5,7,"fall"
"f2499921",18,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,12,1,0,NA,1,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,6.5,7.5,6,6.5,6.5,7,6.5,6,5.5,5.5,5,3,5.5,5,7,7,7.5,4.5,7.5,6.5,9,7,6,8.5,5.5,6.5,0,6.5,6.5,6,"fall"
"f2416153",19,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,10,5,0,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,7.5,6,5.5,5.5,6.5,7.5,7,6.5,7,7,6.5,3,6,5,6,7.5,7.5,4.5,6.5,9.5,8,6,5.5,7.5,7,7,0,6,4.5,6,"fall"
"f24660492",19,1,3,NA,1,"",1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,8.5,8,8,7,5.5,6.5,7.5,7.5,9,7.5,7.5,5,6,5.5,8,7.5,8,9.5,7.5,8,7.5,8.5,7.5,9.5,10,5,7.5,6,6.5,7,"fall"
"f24661978",19,1,3,NA,1,"",1,"",NA,NA,1,NA,NA,1,NA,11,NA,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,6.5,5,5.5,5,7,7.5,5,5,5,6.5,5,5.5,5.5,6.5,5.5,10,6,6,6,6.5,7.5,6.5,4,4,5,0,6.5,5.5,5.5,"fall"
"f24862683",19,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,NA,NA,1,4,0,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,5,5.5,5.5,6,7,7,5,6,7,6.5,6,4,6,5,6,4.5,7,4.5,8,7,6,5.5,6,6.5,6.5,2.5,2.5,6,3.5,6.5,"fall"
"f24292095",18,0,1,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,10,6,0,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,6.5,6,5.5,5.5,6,5,7,6,6,5.5,5.5,1,6,6,5,5.5,6,6.5,5,7,4.5,7,6,6,4.5,5.5,1,5,4,4.5,"fall"
"f24679179",21,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,10,7,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,1,1,1,1,1,1,NA,7.5,7,6.5,7.5,7,7.5,8,6,8.5,7,6.5,3,5.5,8,7,7.5,6,5.5,8.5,9,7.5,8,6,8,7.5,7,2,5.5,8,8,"fall"
"f24665582",18,0,1,NA,0,"",1,"",NA,NA,NA,NA,1,NA,NA,11,6,0,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,NA,1,1,NA,1,NA,NA,1,NA,1,1,1,1,1,1,1,5.5,7.5,1.5,6.5,6,6,7,7.5,7,5.5,6.5,2.5,7,5,6,6,8,4,5,7.5,6,7.5,7,6.5,4.5,5,3,6.5,5,6,"fall"
"f24518443",18,0,1,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,10,4,1,NA,NA,NA,1,1,1,NA,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,7,5,6,7.5,8.5,6,6,7.5,5,7,5,8,5,7.5,4.5,8,9,7.5,10,7,6.5,7,6.5,6.5,6.5,0,8.5,0,7,"fall"
"f24699172",19,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,1,NA,12,6,0,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,5.5,6,4.5,6,3.5,6,7,5.5,6.5,5.5,6,0.5,4.5,5,5,5.5,6,4.5,5,6.5,6,8,6,5.5,6.5,4.5,0,5.5,5,6,"fall"
"f24774813",19,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,4,0,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,6.5,7,3.5,6,8.5,5.5,6.5,6.5,8,8.5,5,5,6,6.5,5.5,6,6,2,5,10,5,6,6,7.5,8,5,4.5,5,6.5,6,"fall"
"f2476924",20,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,1,NA,10,5,0,NA,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,5.5,7.5,5,6,5,8,7.5,7,7.5,6.5,6,1.5,7,5.5,6,5,8.5,6.5,7,6.5,6,6.5,6,6.5,7.5,6,0,5.5,5,7,"fall"
"f24734939",19,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,1,NA,11,6,0,NA,NA,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,1,NA,7,9,5.5,5,5,8,6,8,7.5,8,8,2,8.5,6.5,8,7,5.5,4.5,5.5,5.5,5.5,6,6.5,8,8,4.5,0,5,6,5.5,"fall"
"f24995036",28,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,NA,1,12,5,0,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,10,8,9,9,6.5,9.5,9,9,8,10,4.5,3.5,9,7.5,8,9.5,8.5,6.5,7.5,4.5,5.5,7.5,6.5,8.5,9.5,6,2.5,7.5,7.5,8,"fall"
"f24549187",19,0,3,NA,0,"",1,"",1,1,NA,NA,NA,1,NA,12,4,0,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,9,8,5.5,8,7,8,8,8.5,7,7.5,6,3,6.5,5,7.5,9,8.5,6,7.5,8.5,8,8.5,7.5,8,7,7,1,7,8.5,8,"fall"
"f24742031",19,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,NA,NA,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6.5,6.5,4.5,5,6,6,4,5.5,5.5,7.5,5.5,5,5,5.5,5,6.5,6,4.5,6.5,9,6.5,5,5.5,6.5,10,6,6,5.5,5.5,6.5,"fall"
"f24460883",20,1,3,NA,1,"",1,"",NA,NA,1,NA,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,10,10,9,9,8.5,10,7.5,10,10,10,8,5,7.5,10,10,10,10,7.5,9,9,10,7,10,10,10,8.5,8.5,8,10,10,"fall"
"f24438249",19,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,1,NA,11,5,0,NA,NA,1,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5.5,6,6.5,6,5,6,6.5,7,6.5,6,5.5,0,6,5,6,5.5,5,7,6.5,5.5,7,6.5,5.5,5.5,6.5,5,0,5.5,5,5.5,"fall"
"f24970052",20,1,3,NA,1,"",1,"",NA,NA,NA,NA,1,NA,NA,11,3,0,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,7.5,6,2.5,7.5,7.5,9,9,8,9.5,4.5,8,1.5,5,7.5,7,7.5,5.5,3.5,8.5,10,10,8.5,8,10,6.5,6,1,6.5,8,9.5,"fall"
"f2496120",18,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,5,5,0,NA,1,1,1,1,1,NA,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,6,5.5,6,6,6.5,6,7,7,6.5,1,6,2,4,4,5,6,7,5,8,9,6.5,8,6,6,4,5,6,6,2.5,5,"fall"
"f24728427",20,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,1,NA,2,5,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,9,7.5,2.5,7,3.5,6,6,7,9,5.5,6.5,2.5,8.5,7,6,9,8.5,5.5,6.5,9,6,8.5,7,7.5,7.5,7.5,2,6,6.5,8,"fall"
"f24615379",20,0,3,NA,0,"",1,"",NA,NA,NA,NA,1,NA,NA,11,6,0,NA,NA,1,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,5,6,5,5,5,6,6.5,7.5,7.5,7.5,8,0,5.5,7.5,8,5,5.5,6,6,7,5,7,6,7,7.5,6.5,0,5,5.5,5,"fall"
"f24542144",18,0,3,NA,0,"",1,"",NA,NA,1,NA,NA,NA,NA,2,6,0,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,7.5,8.5,6,8,6.5,7.5,9.5,8,8.5,7,7.5,6,6,6,7,8,9.5,6,8,9,6,8,8.5,9,8.5,5,8,4.5,4,5.5,"fall"
"f24505181",19,0,3,NA,0,"",1,"",1,NA,NA,NA,NA,NA,NA,12,6,0,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,8.5,8,5,7,10,7.5,10,7.5,8.5,7,7,0,8.5,8,6.5,7,8.5,5,9,10,7,9.5,7,8.5,7,6.5,0,6.5,6,6.5,"fall"
"f24813827",20,1,3,NA,1,"",1,"",1,NA,NA,NA,NA,1,NA,2,3,0,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,5.5,6,5,5.5,6,6,6,6,6.5,0,5,5.5,6.5,6,5.5,3,5,6,4.5,6.5,5.5,7.5,6.5,6.5,3.5,6.5,5,6,"fall"
"f24768051",19,0,3,NA,0,"",1,"",NA,NA,NA,NA,NA,1,NA,10,6,0,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,6.5,6,5,6,6,6,5.5,6,6,6,5,3,6,5,5.5,6.5,6,4.5,6,6.5,6,5.5,6,6,6,5,2.5,6,5,5,"fall"
