"PIN","sex","age","dq_ethnicity_1","dq_ethnicity_2","dq_ethnicity_3","dq_ethnicity_4","dq_ethnicity_5","dq_ethnicity_6","dq_religion1","dq_religion2","dq_religion3","dq_religion4","dq_religion5","dq_religion6","dq_religion7","dq_religion8","dq_religion9","dq_religion10","dq_religion11","dq_religion12","dq_politics1","dq_politics2","dq_politics3","dq_politics4","dq_politics5","dq_politics6","dq_politics7","dq_age18","dq_age19","dq_age20","dq_age21","dq_age22","dq_age23_25","dq_age26","self_race1","self_race2","self_race3","self_race4","self_race5","self_race6","self_race7","self_religion","self_politics","ideal_affectionate","ideal_ambition","ideal_artistic","ideal_disposition","ideal_family","ideal_health","ideal_humor","ideal_intelligent","ideal_kind","ideal_parenting","ideal_physatt","ideal_religious","ideal_resources","ideal_sexy","ideal_status","self_affectionate_comp","self_ambition_comp","self_artistic_comp","self_disposition_comp","self_family_comp","self_health_comp","self_humor_comp","self_intelligent_comp","self_kind_comp","self_parenting_comp","self_physatt_comp","self_religious_comp","self_resources_comp","self_sexy_comp","self_status_comp","mPIN"
481,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,10,9,7,10,8,9,8,8,10,10,10,9,9,10,8,10,10,7,10,10,9,10,10,9,10,10,9,7,10,10,101
375,0,25,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,7,9,10,8,7,10,7,9,10,9,7,5,7,10,9,7,10,10,9,10,9,7,7,10,9,9,7,7,9,10,6,192
464,0,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,5,10,8,9,10,10,9,9,10,10,8,9,8,10,10,9,8,8,10,8,10,8,10,9,10,8,10,7,9,10,7,98
489,0,21,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,7,10,10,9,8,9,8,7,10,8,10,7,2,8,10,7,8,9,4,6,9,5,6,8,7,8,7,2,5,9,6,50
309,0,25,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,1,3,4,3,5,3,4,6,7,2,5,5,0,3,1,4,3,6,5,4,3,6,6,6,4,3,6,1,4,4,4,5
413,0,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,13,4,6,7,7,6,9,6,7,6,7,6,4,5,6,6,7,9,6,4,4,5,5,5,8,7,6,5,3,6,6,6,69
298,0,26,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,10,7,7,9,6,8,10,6,9,8,6,7,7,5,8,3,6,6,7,7,9,10,6,8,7,8,7,8,5,6,7,3,22
487,0,24,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,9,9,7,9,7,7,7,7,8,7,6,4,6,8,7,9,10,9,9,6,7,10,9,10,9,7,5,8,8,10,145
388,0,20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,7,6,6,8,5,5,6,6,7,7,6,6,1,7,7,7,6,4,6,3,6,5,4,6,4,5,6,2,4,5,5,229
498,0,24,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,11,5,6,7,5,5,6,4,8,3,7,5,5,4,6,5,5,6,5,4,6,5,5,7,6,6,4,5,5,4,5,5,102
255,0,18,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10,7,10,7,6,8,6,8,8,7,8,10,8,5,7,6,8,7,9,10,9,7,7,7,9,7,10,8,4,7,7,7,97
286,0,25,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,5,3,2,3,3,6,2,2,4,5,3,6,2,2,3,4,2,4,3,5,5,3,4,3,5,5,9,6,3,5,72
409,0,21,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,8,7,5,6,8,8,7,6,7,8,6,6,6,8,5,6,5,6,7,7,6,6,6,8,8,7,5,5,6,5,73
461,0,25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9,4,10,6,6,7,6,9,6,6,9,4,9,6,7,6,9,8,10,9,9,4,8,9,8,9,5,10,5,7,9,10,207
268,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,6,7,7,5,5,6,6,7,8,7,7,6,0,6,7,3,8,6,8,5,5,6,7,6,6,5,6,1,5,7,5,173
322,0,24,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,6,10,7,7,8,7,8,6,8,7,7,10,8,8,10,8,8,7,4,7,5,6,7,6,8,5,8,6,5,9,7,17
326,0,25,1,1,1,NA,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,6,5,4,5,7,5,5,4,3,4,5,5,3,6,5,8,4,5,7,7,4,6,5,8,5,6,5,4,7,6,165
337,0,22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,8,7,5,5,7,7,7,7,6,5,6,8,5,4,6,6,6,7,5,6,5,5,6,5,4,2,5,5,3,5,235
367,0,23,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,2,7,2,1,3,4,3,4,1,5,4,3,2,3,7,3,5,3,1,1,4,2,4,2,5,3,4,1,4,5,3,93
340,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,13,4,5,6,6,4,5,3,7,5,5,5,4,7,3,7,5,7,4,6,6,4,4,8,7,6,5,4,9,6,4,5,28
483,0,26,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,3,7,5,4,4,2,6,6,4,6,4,5,2,5,7,7,7,7,7,6,5,5,7,8,7,4,6,1,6,7,5,106
327,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,6,5,6,6,4,6,6,6,5,6,7,5,8,7,5,7,8,8,7,8,8,8,9,5,6,7,7,8,6,7,18
449,0,26,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,5,7,7,10,9,7,8,8,9,9,4,9,5,9,9,9,10,8,9,10,7,10,10,10,9,6,8,5,8,10,9,133
332,0,26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,5,10,5,7,7,6,7,8,5,7,7,5,5,5,7,4,9,7,6,5,3,4,8,6,8,6,5,4,4,8,4,208
403,0,19,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,8,8,10,8,9,8,8,5,9,10,7,7,9,6,7,7,9,10,10,10,7,7,7,10,6,9,3,8,6,7,77
306,0,18,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,4,6,9,6,7,7,4,7,6,7,9,5,7,6,8,7,6,4,5,6,6,4,6,5,4,6,4,4,3,5,7,49
282,0,19,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,6,9,6,8,6,8,9,9,8,8,7,5,9,9,9,7,8,9,8,5,10,9,8,7,6,8,6,8,8,7,39
359,0,23,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,13,4,6,3,2,1,3,4,6,4,3,3,2,3,4,5,3,8,4,4,6,4,5,2,4,4,5,5,2,3,7,3,36
371,0,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,1,9,9,8,9,8,10,9,10,10,5,8,9,9,10,6,8,6,9,8,9,8,8,9,7,5,8,7,9,6,7,20
291,0,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,7,4,6,8,5,9,7,6,8,8,8,9,6,0,7,7,3,5,6,3,3,6,4,5,4,5,7,5,0,4,4,4,11
465,0,21,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,4,5,5,5,4,4,3,2,5,6,4,2,0,4,6,4,6,5,5,5,3,4,4,6,6,3,4,0,6,7,6,61
297,0,22,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,4,8,8,5,8,5,6,8,6,8,6,6,6,7,8,8,8,6,6,8,7,7,10,7,8,7,8,5,6,9,7,37
308,0,23,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,6,4,7,5,5,3,6,4,6,5,5,9,4,5,5,6,5,6,7,4,6,5,4,6,6,6,10,5,7,3,62
171,1,25,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,6,10,7,8,10,8,5,9,9,8,7,8,9,6,10,7,6,7,6,7,9,5,8,7,7,7,9,5,6,9,7,491
204,1,23,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,6,8,10,7,7,7,6,7,8,7,8,8,8,6,7,8,8,7,7,8,6,7,8,7,8,10,9,4,6,9,8,335
122,1,18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,11,6,10,9,7,8,8,6,7,4,8,10,6,6,8,9,7,8,8,4,8,8,6,7,5,8,7,5,6,7,7,5,423
20,1,26,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,2,7,8,9,9,7,7,7,7,8,3,8,5,9,8,8,6,8,9,7,7,8,7,8,8,6,8,8,9,9,7,371
94,1,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,5,7,7,7,6,7,7,6,8,9,9,2,8,8,8,7,9,9,6,8,6,8,9,10,8,7,3,9,7,8,256
75,1,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,6,6,5,7,5,5,5,7,5,3,6,4,5,5,6,7,8,6,5,6,5,6,8,6,6,6,3,5,6,8,419
114,1,22,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,4,6,4,1,5,5,2,4,3,6,4,6,4,3,5,6,7,5,3,5,8,4,5,6,6,7,6,7,6,8,336
60,1,21,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,9,8,8,8,8,7,9,7,10,6,9,8,7,10,7,8,8,8,8,10,8,8,7,8,7,6,9,7,8,7,304
147,1,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,4,6,7,6,7,4,7,7,7,5,6,5,5,5,6,5,6,7,6,8,5,8,6,6,6,6,6,3,6,8,6,395
161,1,24,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,5,7,7,7,8,7,8,9,5,9,7,6,3,8,7,9,9,8,4,8,5,7,9,8,7,6,8,2,6,10,7,368
157,1,23,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,8,7,5,5,5,8,8,9,8,5,8,2,6,8,6,6,5,4,6,4,6,6,7,5,5,9,2,7,5,8,478
44,1,19,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,4,5,7,5,5,6,5,7,5,7,5,3,6,6,7,5,2,4,2,4,5,3,6,5,5,6,6,5,5,7,4,458
240,1,24,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,6,5,6,8,6,7,5,7,8,7,7,0,6,8,6,6,5,4,8,5,5,5,6,7,6,4,1,6,5,3,267
224,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,8,5,6,6,5,7,5,8,7,8,8,8,6,3,7,8,8,8,8,8,8,5,7,8,8,8,6,7,1,6,8,8,391
185,1,18,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,4,8,9,8,10,7,7,9,8,8,10,8,2,6,7,6,9,8,6,9,7,7,7,8,8,7,7,0,6,10,6,NA
90,1,23,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,2,3,3,4,4,4,3,1,2,5,4,2,4,2,2,5,3,6,4,3,5,4,4,6,4,7,3,5,4,5,7,459
2,1,20,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,3,9,9,9,8,8,5,9,5,7,6,6,6,6,9,7,10,10,10,8,8,7,9,8,10,8,9,5,8,9,8,300
136,1,24,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,5,8,8,7,7,8,7,9,8,9,9,9,4,7,9,7,9,7,7,9,5,7,7,8,8,7,8,4,6,9,7,280
156,1,18,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,2,6,9,7,8,6,8,8,8,8,8,8,5,8,8,9,6,6,8,6,8,6,9,8,6,8,9,5,7,7,7,258
26,1,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,5,7,9,8,9,9,7,7,9,8,9,6,9,6,8,7,7,8,6,7,6,5,6,8,7,7,7,7,7,7,8,431
149,1,21,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,9,9,7,9,9,8,9,7,9,9,9,7,7,10,9,6,8,6,7,9,6,8,8,8,8,9,5,7,10,7,253
239,1,19,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,5,8,7,5,5,8,8,7,6,7,9,5,3,6,5,6,5,8,6,5,9,8,6,7,5,3,8,3,8,8,5,287
244,1,20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,3,5,4,4,3,5,5,4,4,4,3,6,4,3,4,3,4,4,4,4,5,4,5,6,5,7,6,4,3,5,338
191,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,4,2,6,9,9,8,9,8,6,7,8,8,6,5,7,9,8,5,6,6,6,8,5,6,7,7,9,5,1,6,9,7,341
104,1,23,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,6,7,6,6,6,7,6,8,5,7,7,9,8,3,6,7,10,8,7,9,8,6,7,8,8,6,7,9,5,7,7,345
163,1,19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,8,6,7,8,10,8,6,6,7,9,6,9,8,9,8,10,8,8,7,8,7,9,8,9,9,8,8,8,10,7,263
210,1,24,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,7,6,4,5,5,5,6,5,3,1,6,4,5,7,5,7,6,6,3,5,4,6,6,5,5,7,3,3,9,6,420
130,1,26,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,5,6,9,4,7,6,5,7,7,6,8,6,7,4,8,5,8,7,3,8,8,6,8,5,9,8,7,3,6,10,7,334
62,1,24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,7,8,7,5,6,7,7,6,7,7,7,7,8,7,8,6,7,5,7,6,5,5,6,8,5,5,5,9,5,7,6,308
48,1,19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7,3,9,6,5,8,8,7,7,7,9,4,8,1,6,4,8,7,9,5,7,7,8,6,7,7,6,8,4,7,7,7,389
95,1,21,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,3,9,8,5,7,7,7,7,9,8,3,8,6,3,8,8,7,9,5,6,6,5,6,9,6,7,8,4,5,7,8,422
119,1,18,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9,4,8,6,3,8,6,9,7,6,9,5,7,5,7,5,7,6,6,3,6,4,7,6,7,5,6,5,7,4,5,4,270
45,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,2,4,7,3,4,4,4,5,5,6,3,5,3,6,5,5,7,7,4,4,6,4,4,6,6,7,6,4,5,6,5,347
73,1,20,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,6,6,6,7,8,5,7,6,6,8,8,7,6,7,4,8,7,6,7,8,6,6,7,8,7,8,4,7,8,5,409
91,1,21,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,4,7,6,5,7,9,8,7,7,6,6,8,5,6,7,6,10,7,7,7,10,6,10,8,7,5,7,6,7,9,7,442
211,1,19,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,5,8,5,7,8,6,7,8,8,6,6,7,4,6,6,4,6,6,5,8,8,8,7,4,6,3,5,4,7,6,5,323
124,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,12,4,6,5,8,8,6,6,7,7,8,7,9,6,9,6,6,6,6,4,6,7,6,6,7,7,6,6,3,6,7,5,260
241,1,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,5,4,8,5,8,5,4,5,7,5,9,6,2,6,6,5,6,6,3,8,5,7,6,5,6,8,6,5,8,7,4,NA
14,1,23,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,7,9,8,9,9,9,9,10,9,10,8,9,2,8,10,7,9,4,6,7,9,7,6,7,8,7,5,0,5,7,4,357
199,1,19,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,12,2,5,6,5,5,6,5,5,8,6,8,7,1,5,7,4,5,6,5,4,7,4,6,7,6,7,5,1,7,3,5,414
5,1,20,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,4,1,2,4,3,2,2,0,3,2,2,3,0,4,0,3,2,4,4,3,1,3,5,5,5,4,3,1,5,2,4,309
